데이,표제어,예문,동의어 1,동의어 2,동의어 3,동의어 4,동의어 5
50,unison,They overcame the difficulties by working in unison.,accord,harmony,,,
50,putative,The mysterious man is the putative father ofthis child.,alleged,conjectural,supposed,suppositional,
50,ingratiate,He ingratiates himselfwith his superior all the time.,curry favor with,flatter,make one's marbles good,,
50,puppet,He was merely a puppet for the government.,minion,pawn,tool,,
50,volant,I have considered the structure of all volant animals.,flying,volitant,,,
50,crusade,They have long been involved in a crusade for racial equality.,campaign,drive,movement,,
50,leapfrog,"If we don't succeed in business and we don't get the running ofour society right, others will leapfrog our position.",bounce,leap,outdo,surpass,
50,hive,There is only one queen bee per hive and the queen has great power.,beehive,,,,
50,engulf,"When the fire department anived, the house was engulfed in flames.",immerse,inundate,submerge,swamp,
50,benison,Father prayed for our benison.,benediction,blessing,,,
50,blockade,Hamas-controlled Gaza was under a tight Israeli blockade.,block,barrier,obstacle,,
50,rugged,This volcanic island has a particularly rugged landscape.,bumpy,rough,uneven,,
50,ledge,She put the vase of flowers on the window ledge .,shelf,,,,
50,transplant,The doctor said that the patient's only hope for a normal life was a transplant.,graft,,,,
50,forte,My forte as a singer is that I have a comparatively good voice.,specialty,strength,talent,,
50,dilapidated,The hotel we stayed in was really dilapidated.,rmashackle,run-down,tumble-down,,
50,stipend,The cadets receive a stipend equal to just half France's mimmum wage.,allowance,pension,grant,,
50,minister,She held office as a cabinet minister for ten years.,secretary,,,,
50,pellucid,Mark Twain' s pellucid style is easy to understand.,clear,lucid,plain,,
50,constituency,He owns a house in his Darlington constituency.,precinct,,,,
50,twig,A withered leaf on the twig trembles in the wind.,small branch,spray,sprig,,
50,anneal,"After the glass is annealed, it will be less subject to chipping and cracking.",harden,stregthen,temper,toughen,
50,infatuation,"As she grew more sophisticated, she saw the folly oftheir youthful infatuation.",absorption,,,,
51,blatant,The criminal showed the blatant gestures ofthreat.,obtrusive,obvious,,,
51,primordial,Jupiter contains large amounts of the primordial gas.,primeval,primitive,,,
51,explicate,"To explicate the nature of so-called the dark energy, astronomers need to observe billion-year old supernova.",clarify,elucidate,explain,expound,
51,coronation,The king wore opulent robes for his coronation.,enthronement,,,,
51,roar,A huge plane appeared with a terrifying roar.,bellow,outcry,,,
51,humility,Humility is considered a virtue in Korean society.,humbleness,modesty,,,
51,stack,There's a stack ofunopened mail waiting for you at the house.,bundle,heap,pile,,
51,outlandish,"Lady Gaga is well-recognized for her outlandish sense of style in fashion, in performance and in her music videos.",bizarre,odd,strange,,
51,sedition,"His words, though not treasonous in themselves, were calculated to arouse thoughts of sedition.",munity,rebellion,,,
51,construe,Different lawyers may construe the same law differently,interpret,render,translate,,
51,introspective,He is generally afraid to speak his mind; he is somewhat quiet and introspective,diffident,introvert,introverted,mousy,
51,psalm,This psalm tells us that our lives have meaning.,anthem,canticle,carol,hymn,
51,den,"The hyena spends its day in holes in the ground, or in rocky dens.",antre,cave,cavern,lair,
51,twinkle,He looked at me with a twinkle in his eye.,glitter,sparkle,,,
51,cryptic,Michael couldn't understand what those cryptic words meant.,mysterious,,,,
51,macrocosm,Some sociologists view society as a macrocosm.,macrocosmos,,,,
51,insolent,The insolent son slammed the door in his parents' face.,arrogant,impertinent,impudent,rude,
51,fulminate,Columnists continued to fulminate about grammatical failings ofthe person.,censure,denounce,execrate,,
51,subservient,The press was accused of being subservient to the government.,menial,servile,submissive,,
51,plenitude,We are dependent on the plenitude ofproducts and services available to us.,abundance,opulence,profusion,completeness,
51,tug,He tugged the rope to save a man hanging off a cliff.,drag,haul,pull,,
51,venial,"In Catholicism, one is warned to beware of venial sins because they lead so quickly to mortal sins.",excusable,pardonable,,,
51,sterling,She has a sterling good taste.,excellent,genuine,trustworthy,,
51,greed,His greed drove him to steal another's money.,avarice,covetousness,cupidity,rapacity,
51,besmirch,The scandalous remarks in the newspaper besmirched the reputations ofevery member of the society.,defile,soil,stain,sully,taint
51,apothegm,"""Slow and steady wins the race"" is an apothegm which emphasizes steadiness.",adage,aphorism,dictum,maxim,proverb
51,livid,Mom was livid when she found out we used her dress to clean up the Coke we spilied on the fl oor.,enraged,furious,outraged,,
51,irrupt,Violence once again irrupted into their peaceful lives.,break in,burst in on,invade,rush in,
51,peroration,He again invoked the theme in an emotional peroration.,conclusion,epilogue,,,
51,oath,The politician broke his oath not to raise taxes.,bond,pledge,promise,vow,
51,gossamer,The wings of a dragonfly are gossamer.,delicate,,,,
51,duck,"If they duck the responsibility, they willlose the right.",avoid,dodge,elude,evade,shun
51,monstrous,"The stadium can only hold 10,000 people but a monstrous crowd came for the concert.",colossal,huge,massive,,
51,aver,She averred that she had never seen the man before.,affirm,assert,,,
51,evident,The effort put into this piece is clearly evident.,apparent,conspicuous,manifest,obvious,
51,snub,"I tried to be friendly, but the girl snubbed me completely.",affront,humiliate,ignore,insult,
51,catapult,"In the past, armies used catapults to hurl heavy stones.",onager,,,,
51,affliction,She suffered the affliction of the death of her lovely dog.,miserty,suffering,torment,,
51,jostle,"People jostled me on the bus, and I nearly fell.",hustle,push,shove,,
51,willful,The worst criminal act is the willful taking of another's life .,deliberate,intentional,,,
51,retract,"Ifl am wrong, I shall retract my statement immediately.",recant,revoke,,,
51,votary,She was a votary ofevery new movement in literature and art.,devotee,enthusiast,,,
51,encroach,"As men encroach on their nesting and wintering grounds, the number ofbirds continues to dwindle.",intrude,trespass,,,
51,disheveled,A woman was walking around with disheveled hair.,uncombed,,,,
52,explicit,The reasons for the decision should be made explicit.,clear,clear-cut,definite,flagrant,unequivocal
52,subjugate,The English people had used their violent power to subjugate Ireland.,conquer,dominate,,,
52,corollary,Good health is a corollary of having good habits.,conclusion,consequence,outcome,result,
52,prim,"The secretary is always so terribly prim and proper, and the whole atmosphere always seems very formal.",old-maidish,precise,prudish,,
52,blandish,Paul blandished David into buying his company's products.,cajole,coax,wheedle,,
52,diatribe,"During the lengthy diatribe delivered by his opponent, he remained calm and self-controlled.",denunciation,harangue,tirade,vituperation,
52,horrible,Many people died a horrible death in the Spanish Civil War.,awful,dreadful,terrible,,
52,protégé,"In the movie, actor Robert Redford plays as a veteran CIA officer and Brad Pitt as his protege.",pupil,,,,
52,repress,He could not repress his laughter when he heard the rumor.,control,hold back,suppress,,
52,skirmish,"For many parents, dinnertime is too often a series ofexhausting skinnishes with small children who refuse to finish their spinach or salad.",argument,conflict,dispute,,
52,adventitious,My adventitious disease has made my family live an unhappy life.,inadvertent,incidental,occurrent,,
52,contour,The round contour of the tire looked like that of a donut.,outline,profile,shape,,
52,stodgy,The newspaper is occasionally kidded for its stodgy tradition.,boring,dull,tedious,tiresome,
52,demarcate,"The area's boundaries were demarcated in the Egyptian-Israeli armistice agreement ofFebruary 24, 1949.",define,differentiate,separate,,
52,mirage,Michael Harrington warned that the recently proclaimed age ofaffluence was a mrrage.,delusion,fantasy,hallucination,illusion,
52,chaste,The holy spirit descended upon a chaste Mary and she was pregnant.,pure,virginal,,,
52,imbibe,"On that morning, did you imbibe any intoxicating drinks?",drink,,,,
52,consanguinity,The marriage was annulled on grounds of consanguinity.,blood-relationship,kin,kinship,,
52,anguish,Most people pass through a period of anguish in their lives.,agony,grief,pain,torment,
52,outshine,His superb acting was enough to outshine the professionals.,eclipse,outdo,surpass,,
52,defray,Our school has money in the budget to defray the cost ofthe class's trip to New York.,disburse,pay,,,
52,ragged,She was ashamed of her ragged clothes.,shabby,tattered,torn,worn,
52,tricky,The equipment can be tricky to install.,complicated,difficult,,,
52,melee,The argument turned into a melee.,brwal,fight,fracas,fray,tussle
52,enthrone,"The queen was enthroned on February 6, 1952, but her coronation took place on June 2, 1953.",crown,scepter,,,
52,unrest,Unemployment causes social unrest.,insecurity,dissatisfaction,anxiety,disturbance,
52,bulwark,This castle has strong bulwarks.,bastion,citadel,fortress,rampart,
52,graft,The reporter was awarded the prize for his coverage of graft in the construction industry.,bribery,,,,
52,diurnal,Sunlight affects the diurnal rhythms of life.,daytime,,,,
52,verse,Muslim poets have written verses in admiration of Allah.,poem,poetry,,,
52,knowingly,She was accused of knowingly making a false statement to the police.,deliberately,intentionally,wittingly,,
52,textile,Animal fur is widely used to make textiles.,cloth,fabric,material,,
52,banal,The dinner conversation was so banal that Amanda fell asleep in her dessert dish.,commonplace,hackneyed,trite,,
52,alight,Do not alight while the bus is still in motion.,descend,land,,,
52,foil,Customs officials foiled an attempt to smuggle the paintings out ofthe country.,frustrate,thwart,,,
52,cull,The data have been culled from a variety of sources.,pick,select,,,
52,would-be,There came many would-be actors in the contest.,prospective,self-styled,,,
52,page,I heard myself paged in the hotel lobby.,beep,call,,,
52,stunt,The constant winds had stunted the growth ofplants and bushes.,hamper,hinder,retard,,
52,roster,The couple drew up a roster of good-luck customs and activities.,list,register,roll,,
52,forthright,He became famous because he was an honest and forthright politician.,candid,frank,outspoken,straightforward,
52,ignition,The original point of ignition was the garbage incinerator.,combusion,,,,
52,presage,There was an early-morning mist which presaged a fine day.,augur,auspicate,bode,,
52,iniquitous,I cannot approve of the iniquitous methods you used to gain your present position.,unjust,vicious,wicked,,
53,judicious,She made a judicious decision to save money for her old age.,resonable,sagacious,sensible,wise,
53,chicanery,The president's press conference was just political chicanery.,deceit,deception,subterfuge,trickery,
53,siphon,He siphoned offmoney from the company for his private use.,divert,pocket,,,
53,preemptive,A preemptive action is one that is undertaken to prevent some other action from being undertaken.,anticipative,,,,
53,behead,Another American was beheaded in Saudi Arabia.,decapitate,,,,
53,spree,He had a spree with his friends all night.,bender,binge,carousal,orgy,revel
53,efficacy,"As engineers, as technologists, we sometimes prefer efficiency over efficacy.",effectiveness,potency,virtue,,
53,diaphanous,The actress wore a diaphanous gown.,gossamer,pellucid,sheer,transparent,
53,contort,His face had contorted with bitterness and rage.,twist,distort,,,
53,subsidiary,All other issues are subsidiary to that matter.,secondary,subordinate,,,
53,subsidiary,My brother works for a small subsidiary ofa big car company.,affiliate,branch,division,,
53,invidious,His invidious proposal made everybody detest him.,offensive,unpleasant,,,
53,invidious,It is invidious to choose between the two.,unfair,unjust,,,
53,promontory,There's a castle built on the promontory overlooking the cliffs.,cape,foreland,headland,,
53,belittle,"If you belittle their opinions or dismiss their problems, they' ll stop talking to you.",disparage,downplay,underestimate,,
53,sonorous,He has a deep and sonorous voice.,orotund,resonant,vibrant,,
53,repartee,Oscar Wilde's plays are full ofwitty repartee.,riposte,witticism,wordplay,,
53,glutton,She is a glutton who eats everything in sight.,gourmand,,,,
53,glutton,I'm not a glutton but a gourmet.,gourmand,,,,
53,assay,They assayed the chemical to test its purity.,examine,analyze,evaluate,,
53,complimentary,The commentary for these pictures were not always complimentary.,commendatory,eulogistic,laudatory,panegyric,
53,murmur,"When we are very nervous, we tend to murmur or stutter.",complain,grumble,,,
53,fetid,"There are dreadful, fetid slums within a mile of the heart of Rangoon.",foul,rank,stinking,,
53,aggregate,"In aggregate, Japan's economy grew at halfthe pace ofAmerica's between 200 I and 2010.",total,,,,
53,aggregate,"The money collected aggregated $2,000.",amount to,,,,
53,crumble,Rice flour makes the cake less likely to crumble.,pulverize,,,,
53,crumble,"Speculators demolished the region 's currencies, and economies crumbled.",collapse,founder,shatter,,
53,stagger,Renowned curator Jacques Sauniere staggered through the vaulted archway of the museum's Grand Gallery.,stamble,totter,,,
53,inflection,The inflection in his voice goes up when he asks a question.,cadence,intonation,modulation,tone,
53,combustible,Don't put those combustible items near the fireplace.,flammable,inflammable,,,
53,avalanche,The house was buried under an avalanche.,landslide,landslip,snowslide,,
53,avalanche,We received an avalanche of letters in reply to our advertisement.,barrage,deluge,torrent,,
53,rub,You should never rub your eyes with dirty hands.,chafe,scrape,,,
53,erratic,"She can be very erratic, one day she is friendly and the next she'll hardly speak to you.",bizarre,eccentric,,,
53,erratic,The electricity supply here is quite erratic .,irregular,mercurial,unpredictable,wayward,
53,deign,The King deigned to grant an audience.,condescend,,,,
53,bountiful,We found a bountiful supply of coconuts on the island.,abundant,ample,bounteous,plentiful,
53,bountiful,She distributed gifts in a bountiful and gracious manner.,generous,liberal,munificent,,
53,interlope,I don't want to be accused of interloping in this discussion.,intermeddle,kibitz,meddle,,
53,warp,Her character was warped by repeated misfortunes.,distort,pervert,twist,,
53,hush,A hush fell over the crowd and I knew something terrible had happened.,calm,quiescence,silence,stillness,tranquility
53,carouse,"There was an opportunity to continue carousing, but I'd had enough.",booze,revel,,,
53,ornate,The room's ornate ceiling and wood paneling was destroyed in the fire.,elaborate,flamboyant,,,
53,leviathan,Our proposal would help to transform the leviathan state.,colossal,gargantuan,gigantic,huge,mammoth
53,foment,They accused him of fomenting political unrest.,foster,instigate,provoke,,
53,notion,Nowadays the notion ofsexual purity has become diluted.,belief,concept,,,
53,revitalize,The government should take some drastic measures to revitalize the ailing economy.,reanimate,,,,
53,privation,Economic privation due to frivolous spending eventually resulted in anarchy in that country.,destitution,impoverishment,,,
53,turgid,The turgid waters of the river threatened to submerge the nearby areas.,inflated,puffy,swollen,,
53,dope,A man asked them ifthey wanted to buy some dope .,drug,narcotic,,,
53,expound,They listened as she expounded on the government's new pohc1es.,elucidate,expatiate,explicate,,
53,bugaboo,The Iraq war has been one of my biggest bugaboos for over ten years.,bogeyman,bogy,bugbear,,
53,provision,Some of the provisions in the tax law are too stringent.,clause,condition,term,,
53,vine,An old ivy vine climbed halfway up the brick wall.,creeper,,,,
53,devolve,The government devolved most tax-raising powers to the regional authorities.,delegate,depute,entrust,,
53,smudge,Tears had smudged her mascara.,besmirch,soil,,,
54,quiver,Her bottom lip quivered and big tears rolled down her cheeks.,quake,shake,shiver,shudder,tremble
54,overt,Overt discrimination against women is slowly being eradicated.,apparent,manifest,obvious,open,plain
54,anathema,The notion of a tax increase is anathema to all ordinary people.,detestation,,,,
54,stint,He is returning to this country after a five-year stint in Hong Kong.,assignment,service,,,
54,convulsion,The patient repeatedly had convulsions until he was given the medicine.,cramp,crick,fit,spasm,tic
54,convulsion,The economic problems could bring fresh convulsions.,disturbance,turbulence,upheaval,,
54,suffocate,The scorching heat suffocated the beautiful girl.,asphyxiate,choke,smother,stifle,strangle
54,suffocate,"ln the spy novel, the hero suffocated the murderer under a pillow.",asphyxiate,choke,smother,stifle,strangle
54,propensity,"In the classroom, the student has a propensity to exaggerate.",disposition,inclination,tendency,,
54,discredit,These theories were discredited by later research.,distrust,,,,
54,discredit,Such conduct discredited him with the public.,distrust,,,,
54,inexorable,They are part of an inexorable law of nature.,cold-blooded,cold-hearted,merciless,relentless,
54,inexorable,A glacier's progress is slow but inexorable.,unstoppable,,,,
54,assuage,"Daniel was extremely angry about my tardiness, so I promised him to be prompt next time in order to assuage him.",allay,alleviate,appease,relieve,soothe
54,cupidity,All of them met their deaths as a result of their cupidity.,avarice,avidity,greed,rapacity,
54,rattle,"Every time a bus went past, the windows rattled.",clatter,jangle,jolt,,
54,preamble,The preamble to the document gives details ofwhat it comprises.,foreword,introduction,preface,prelude,
54,sacrosanct,Gathering to eat together in the weekends is still sacrosanct in most Italian families .,inviolable,sacred,,,
54,inveigle,Her son tried to inveigle her into giving her money for a car.,cajole,coax,entice,wheedle,
54,snob,There is a snob value in driving the latest model.,philistine,vulgarian,,,
54,expedient,It is expedient to use a computer when you do this job.,advantageous,convenient,useful,,
54,expedient,The American labor market is relying on the short-term expedient.,makeshift,,,,
54,apparition,The old woman says that she saw an apparition in that cave.,ghost,phantom,specter,spook,wraith
54,apparition,The apparition of the comet gave us more information about the comet.,advent,appearance,emergence,,
54,unravel,I unravelled the string and wound it into a ball.,disentangle,,,,
54,unravel,The discovery will help scientists unravel the mystery ofthe Ice Age.,solve,,,,
54,tier,A single question may change students' eligibility for colleges in different tiers.,class,grade,level,order,rank
54,crush,The heaviest rain easily crushed concrete and wooden homes.,break,pound,squash,trample,
54,flare,Refugee flows are up after years ofdecline as violence flares in hot spots around the globe.,erupt,explode,,,
54,mutilate,Christian recusants were mutilated and sent to the mines and quarries.,cripple,maim,,,
54,ambulatory,He exercised a lot to improve his ambulatory abilities after the accident.,movable,shifting,vagabond,,
54,epicenter,Damage occurred in the immediate area ofthe earthquake's epicenter.,epicentre,,,,
54,epicenter,Europe became the epicenter of the money-laundering activities.,center,centre,core,,
54,gallows,Gallows were erected in many marketplaces to hang those who wandered around from town to town.,scaffold,,,,
54,luminous,It is a good idea to paint your bike with luminous paint so that you are more visible to motorists.,fluorescent,glow-in-the-dark,,,
54,luminous,His works are written in a luminous style which is unsurpassed in English prose.,accessible,clear,explicit,lucid,
54,infancy,That business is still in its infancy; itjust opened last week.,beginnings,cradle,dawn,inception,
54,crotchety,Only a few students expected to receive feedback from their crotchety old professor.,bad-tempered,cranky,eccentric,petulant,
54,engrave,His mother's face is engraved on his memory.,embed,imprint,,,
54,prudish,Prudish people avoid talking about sex.,demure,genteel,,,
54,nuance,The translator should choose words considering the differences in nuance.,nicety,subtlety,,,
54,chasm,There still exists a huge chasm between the rich and the poor.,gap,,,,
54,debauch,A life of luxury can debauch young people.,corrupt,demoralize,deprave,seduce,
54,gruesome,The gruesome sight sent a shiver down my spme.,awful,ghastly,grisly,horrible,macabre
54,reservation,We have a reservation in the name of Grant.,booking,,,,
54,badger,"Every time they go to the shop, the children always badger their father to buy them sweets.",annoy,vulgarian,harass,nag,pester
54,sophistry,It is pure sophistry to justify those exasperated acts.,casuistry,fallacy,quibble,sophism,
54,tyranny,The coup was the prologue to the beginning of tyranny.,autocracy,despotism,dictatorship,,
54,full-fledged,He is now a full-fledged head of his own house.,mature,qualified,,,
54,curator,The curator told us that every displayed piece had the reality of India in it.,conservator,custodian,keeper,,
54,rummage,She was rummaging around in her bag for her keys.,forage,ransack,search,,
54,plumb,"When you hang a door, you need to make sure that it is both level and plumb.",erect,upright,vertical,,
54,voyeur,Viewers become voyeurs through the simple act of looking.,peeper,peeping,Tom,snooper,
55,oscillate,The president ofthe republic oscillated between a certain audacity and a prudent realism.,vacillate,waver,,,
55,mischance,It was sheer mischance that the stone struck her in the eye.,calamity,disaster,misfortune,mishap,
55,affinity,Sam was born in the country and had a deep affinity with nature.,fondness,,,,
55,affinity,There is a close affinity between Italian and Spanish.,resemblance,similarity,,,
55,rusty,I'm so rusty after two years of serving in the military that I am having trouble studying.,out of practice,,,,
55,inveigh,One cannot inveigh against every wrong which one comes across.,berate,blame,censure,condemn,denounce
55,contumacious,The contumacious mob shouted defiantly at the police.,defiant,mutinous,rebellious,,
55,precedent,The ruling set a precedent for future libel cases.,antecedent,,,,
55,precedent,There is no precedent for a disaster of this scale.,antecedent,,,,
55,awry,All my plans for the party had gone awry.,wrong,,,,
55,extort,Landlords often make money by extorting high rents from tenants.,blackmail,exact,squeeze,wrest,wring
55,extort,He extorted from his daughter the names ofthe men whom she had met.,coerce,force,,,
55,fugacious,"A flower is beautiful, but it is generally fugacious .",evanescent,,,,
55,fugacious,Everything that is currently in vogue is fugacious .,ephemeral,evanescent,fleeting,transitory,
55,consort,Royal consorts have traditionally come from the ranks of Britain's aristocracy or other European royal houses.,spouse,,,,
55,consort,We frequently judge people by the company whom they consort with.,associate with,,,,
55,prehensile,"Because their prehensile tail can support their body, monkeys can use their two hands on the tree without any danger of falling.",grabby,grasping,,,
55,subterfuge,Scientists argued that morphine therapy ofthe dying patients is only a subterfuge for killing them.,pretext,,,,
55,subterfuge,It was clear that they must have obtained the information by subterfuge.,deception,trick,trickery,,
55,dumbfound,"When they learned the truth of the incident, everyone was dumbfounded.",amaze,astound,flabbergast,startle,stun
55,wound,Achilles suffered a mortal wound from an arrow that pierced his Achilles tendon.,cut,hurt,injury,lesion,
55,practitioner,"About 1,800 researchers and general practitioners gathered in New Orleans to exchange views on how better to combat obesity.",professional,,,,
55,careen,The captain will need our help to careen the ship soon.,heel,incline,lean,tilt,
55,internment,The government ordered the internment of all Japanese Americans.,confinement,detainment,detention,,
55,gush,"The man was lying on the floor, and his blood was gushing out of his neck.",flow,pour,spurt,stream,
55,euphemism,"Pass away is a euphemism for ""die.""",circumlocution,,,,
55,doctor,Experts suspected that the police evidence might have been doctored.,fabricate,fake,manipulate,,
55,contraband,The dogs are trained to ignore most odors but sit down when they detect contraband.,smuggled goods,,,,
55,stab,He was stabbed to death in a racist attack.,spear,stick,thrust,,
55,stab,The girl felt a sudden stab of pain in the chest.,ache,pang,,,
55,benevolent,Giving money to the poor is a benevolent act.,benign,charitable,generous,,
55,benevolent,A benevolent fund is an amount of money used to help people in need.,charitable,,,,
55,vertigo,She can't stand heights and has always suffered from vertigo .,dizziness,giddiness,,,
55,quell,Extra police were called in to quell the disturbances.,put down,subdue,suppress,,
55,quell,The government's assurances have done nothing to quell the doubts of the public.,suppress,,,,
55,thoroughfare,Police officers have been placed on the thoroughfares ofthe city.,road,street,way,,
55,mordant,He proved himselfa mordant critic with far-reaching influence.,acerbic,biting,caustic,scathing,
55,rendition,He had the crowd in a spin with an upbeat rendition ofhis solo hit.,performance,,,,
55,lumber,The country exports great amounts of wheat and lumber.,timber,,,,
55,aperture,A tiny aperture caused the whole wall to collapse.,gap,hole,interstice,orifice,
55,blurt,I was about to answer the question when Jackson suddenly blurted out the answer.,betray,burst out,disclose,,
55,inextricable,The gum in her hair caused an inextricable knot.,tangled,,,,
55,inextricable,There is an inextricable link between law and the judge.,involved,,,,
55,arraign,The woman was arraigned on a charge of murder.,charge,indict,prosecute,,
55,deranged,The patient has been deranged since the accident.,crazy,insane,mad,,
55,fail-safe,I think you should adopt a plan that's fail-safe.,foolproof,infallible,sound,,
55,gouge,The boy gouged out the doll 's eyes with his fingers.,hollow,scoop,scrape,,
55,overbearing,Milligan's childhood was marked by an overbearing mother and a distant father.,arrogant,domineering,haughty,high-handed,
55,beat,South Korea's soccer team beat Japan and won the bronze medal.,defeat,outdo,,,
55,beat,The government's main aim is to beat inflation.,control,,,,
55,prurient,The women got treated frequently as objects of prurient male interest.,lascivious,libidinous,lustful,salacious,
55,prurient,Some prurient scenes in the movie were ended up being cut because people would watch it for the wrong reasons.,lascivious,libidinous,lustful,salacious,
55,clan,Many local clan leaders or nobles owned slaves who were once prisoners ofwar or extremely poor.,family,tribe,,,
55,swoon,Her swoon immediately drew everyone's attention.,asphyxiation,fainting,,,
55,emollient,She swooned when he proposed marriage to her.,conk,faint,keel,,
55,emollient,They want to negotiate and they are sending out emollient signals.,assuaging,mitigative,mollifying,,
55,nomenclature,It is very difficult to memorize all the botanic nomenclature.,phraseology,terminology,,,
55,reverberate,Her voice reverberated around the hall.,echo,resound,,,
56,grisly,The grisly murder scene made even seasoned detectives ' hair stand on end.,ghastly,gruesome,hair-raising,hideous,horrible
56,stupor,He came home to find her in a drunken stupor.,stupefaction,torpor,,,
56,dislodge,The rebels have so far failed to dislodge the President.,displace,eject,evict,oust,
56,artifice,The Trojan War proved that artifice was often more effective than military might.,maneuver,ruse,stratagem,strategy,tactics
56,sully,You should not sully his dignity with your cash.,besmirch,defile,soil,taint,tarnish
56,plangent,We got the impression from the plangent tones ofthe singers that it was a lament of some kind.,resonant,resounding,sonorous,,
56,imprecate,To imprecate Hitler's atrocities is not enough; we must insure against any future practice of genocide.,anathematize,curse,cuss,execrate,
56,amnesty,The president granted a general amnesty for all political prisoners.,absolution,pardon,remission,,
56,ecclesiastical,The minister donned his ecclesiastic garb and walked to the pulpit.,churchly,spiritual,clerical,priestly,
56,fritter,Cheaper energy prices will increase the temptation to fritter away precious power.,dissipate,squander,waste,,
56,apocryphal,"The legendary goddess story is apocryphal, but many Indians believe it.",bogus,counterfeit,fake,phony,spurious
56,prostrate,The victim lay prostrate at the murderer's feet.,fallen,flat,prone,,
56,squarely,She looked me squarely in the eye.,directly,,,,
56,squarely,We must meet the challenge squarely.,directly,,,,
56,charter,The president of the company has a chartered flight.,hire,lease,rent,,
56,truant,Most parents do not realize their children have played truant from school.,absent,missing,,,
56,overrule,The Supreme Court overruled the lower court's decision.,disallow,overturn,reverse,,
56,overrule,Liquor overruled his abnonnal behavior.,dominate,govern,rule,,
56,detonation,The sound of the detonation seemed to be heard from miles away.,blast,explosion,,,
56,countermand,Only a court intervention could countermand Bloomberg's order.,abrogate,annul,recant,rescind,revoke
56,reverend,"In Nathaniel Hawthorne's The Scarlet Letter, Reverend Dimmesdale succumbed to Hester's charms.",clergyman,minister,priest,,
56,lineal,They are lineal descendants ofKing James.,direct,,,,
56,evoke,The music evoked memories of her youth.,arouse,provoke,,,
56,custody,The bank provides safe custody for valuables.,safekeeping,care,protection,,
56,custody,The divorce court awarded custody to the child's mother.,safekeeping,care,protection,,
56,custody,Sandra spent six weeks in custody before being released on bail.,confinement,detention,imprisonment,,
56,fustian,Several in the audience were deceived by his fustian style; they mistook pomposity for erudition.,bombast,rhetoric,verbose,,
56,quip,Johnson has a history of colorful comments and quips.,epigram,wisecrack,witticism,,
56,quip,"The more you have, the more you want. he quipped when she asked him more money.",banter,gibe,jeer,ridicule,
56,banish,The king banished the murderer from the land.,deport,exile,expatriate,,
56,heyday,Baltimore in its heyday was a major center ofindustrial and commercial activity.,golden,age,prime,,
56,irenic,"Taylor was always irenic by temperament, and his sensitivity to others enabled him to bring together and work with people ofvery diverse views.",pacific,peaceful,,,
56,constrain,Wellman was constrained to agree to waive his right to testify.,coerce,compel,force,impose,
56,constrain,Research has been constrained by a lack of funds.,curb,limit,restrain,restrict,
56,repository,"To Pliny, the Roman savant, books were the ultimate repository ofknowledge.",warehouse,depository,,,
56,vituperative,His vituperative criticism ofU.S. foreign policy has made him a hero.,abusive,defamatory,invective,vitriolic,
56,adumbrate,The sociologist adumbrated the idea of a welfare state.,outline,recapitulate,sketch,summarize,
56,adumbrate,The play opens with a fierce storm which adumbrates the violence to follow.,foreshadow,,,,
56,stern,He is at once stern and tender.,rigid,rigorous,strict,stringent,
56,stern,The police are planning sterner measures to combat crime.,rigid,rigorous,strict,stringent,
56,usury,Many countries limit the interest rate charged on loans to protect usury.,loan-sharking,,,,
56,fluke,They are determined to show that their last win was no fluke .,godsend,windfall,,,
56,bleed,Beachgoers should never swim when they are bleeding.,gush,hemorrhage,shed,,
56,exodus,The Great Depression spurred an exodus ofdisplaced farmers to nearby cities or to the promised land ofCalifornia.,departure,flight,migration,,
56,contrived,The happy ending of the popular book seemed contrived.,artificial,concocted,forced,unnatural,
56,droop,Her eyelids were beginning to droop because she was so tired.,sag,sink,,,
56,propriety,"Even though he knew that his mother had been ill, he did not have the propriety to write her.",courtesy,decency,decorum,etiquette,
56,propriety,Nobody questioned the propriety of her being there alone.,appropriateness,relevance,,,
56,incarnation,"In the movie Amadeus, Salieri recognizes Mozart as the incarnation ofevil and",embodiment,personification,,,
56,resuscitate,"He had a heart attack, and all attempts to resuscitate him failed.",resurrect,,,,
56,sinuous,The wallcers followed the sinuous path through the trees.,convoluted,curving,meandering,winding,
56,nugget,"Unlike gold, nuggets of pure iron are rarely found in nature.",chunk,clump,hunk,lump,mass
56,moot,Whether the study was actually scientific is a moot pomt.,controversial,debatable,,,
57,brandish,A man was caught on the street where he was brandishing a knife.,swing,wield,,,
57,puerile,I think his behavior is puerile.,babyish,childish,immature,infantile,
57,disabuse,The wrong idea ofmovements ofheavenly bodies was disabused once more by Galileo.,disenchant,disillusion,,,
57,all-out,The workers' declaration of an all-out strike forced management to improve working conditions.,full-out,full-seale,overall,total,
57,promenade,On the promenade strollers were taking the evening air.,stroll,walk,,,
57,stoke,Such a step would simply stoke up anger and confusion.,stir,,,,
57,risque,"On a slightly risque track called ""Baby,"" she coos terms ofendearment with a sexy tone.",bawdy,lewd,obscene,salacious,scabrous
57,provident,I do not think it is provident to turn down this offer.,careful,precautious,prudent,,
57,immure,"Immured in a dark airless cell, the hostages waited six months for their release.",imprison,incarcerate,jail,,
57,suspense,For a few days matters hung in suspense.,insecurity,obscurity,,,
